origin,destination,year,month,revenue,number_trips,load_factor,distance,rpks,asks,seats,passengers
ARM,SYD,2019,5,"11,168",387,69.9,382,"4,266,176","6,106,652","15,986",11174.214
ARM,SYD,2019,6,"9,716",359,64.1,382,"3,711,512","5,787,300","15,150",9711.15
ARM,SYD,2019,7,"10,219",380,63.2,382,"3,903,658","6,181,524","16,182",10227.024
ARM,SYD,2019,8,"10,350",371,65.3,382,"3,953,700","6,050,880","15,840",10343.52
ARM,SYD,2019,9,"11,104",376,70.4,382,"4,241,728","6,027,196","15,778",11107.712
ARM,SYD,2019,10,"11,908",392,71.7,382,"4,548,856","6,345,402","16,611",11910.087
ARM,SYD,2019,11,"11,745",369,76.3,382,"4,486,590","5,882,800","15,400",11750.2
ARM,SYD,2019,12,"9,760",325,69.6,382,"3,728,320","5,357,932","14,026",9762.096
ARM,SYD,2020,1,"8,069",285,65.6,382,"3,082,358","4,695,544","12,292",8063.552
ARM,SYD,2020,2,"8,830",335,63.4,382,"3,373,060","5,323,552","13,936",8835.424
ARM,SYD,2020,3,"5,573",296,45.3,382,"2,128,886","4,702,420","12,310",5576.43
ASP,DRW,2015,4,"10,528",161,52.7,"1,305","13,739,040","26,068,680","19,976",10527.352
ASP,DRW,2015,5,"11,568",159,59.2,"1,305","15,096,240","25,498,395","19,539",11567.088
ASP,DRW,2015,6,"12,155",155,62.3,"1,305","15,862,275","25,446,195","19,499",12147.877
ASP,DRW,2015,7,"14,335",161,70.5,"1,305","18,707,175","26,550,225","20,345",14343.225
ASP,DRW,2015,8,"13,283",162,66.3,"1,305","17,334,315","26,133,930","20,026",13277.238
ASP,DRW,2015,9,"11,013",158,56.4,"1,305","14,371,965","25,473,600","19,520",11009.28
ASP,DRW,2015,10,"11,175",156,58.1,"1,305","14,583,375","25,102,980","19,236",11176.116
ASP,DRW,2015,11,"9,153",142,52.4,"1,305","11,944,665","22,811,400","17,480",9159.52
ASP,DRW,2015,12,"7,140",124,46.6,"1,305","9,317,700","19,988,685","15,317",7137.722
ASP,DRW,2016,1,"5,766",98,48.4,"1,305","7,524,630","15,559,515","11,923",5770.732
ASP,DRW,2016,2,"7,754",138,45.4,"1,305","10,118,970","22,272,435","17,067",7748.418
ASP,DRW,2016,3,"8,983",147,49.3,"1,305","11,722,815","23,777,100","18,220",8982.46
ASP,DRW,2016,4,"9,681",156,50.5,"1,305","12,633,705","25,016,850","19,170",9680.85
ASP,DRW,2016,5,"10,541",139,61.5,"1,305","13,756,005","22,379,445","17,149",10546.635
ASP,DRW,2016,6,"11,062",153,58.3,"1,305","14,435,910","24,754,545","18,969",11058.927
ASP,DRW,2016,7,"11,948",160,60.7,"1,305","15,592,140","25,692,840","19,688",11950.616
ASP,DRW,2016,8,"12,268",162,60.9,"1,305","16,009,740","26,295,750","20,150",12271.35
ASP,DRW,2016,9,"10,759",158,55.1,"1,305","14,040,495","25,478,820","19,524",10757.724
ASP,DRW,2016,10,"11,021",158,56.7,"1,305","14,382,405","25,386,165","19,453",11029.851
ASP,DRW,2016,11,"9,093",138,53.5,"1,305","11,866,365","22,199,355","17,011",9100.885
ASP,DRW,2016,12,"7,513",126,48.4,"1,305","9,804,465","20,257,515","15,523",7513.132
ASP,DRW,2017,1,"6,114",98,50.8,"1,305","7,978,770","15,691,320","12,024",6108.192
ASP,DRW,2017,2,"7,231",111,53.2,"1,305","9,436,455","17,748,000","13,600",7235.2
ASP,DRW,2017,3,"9,753",143,55.3,"1,305","12,727,665","23,014,980","17,636",9752.708
ASP,DRW,2017,4,"9,215",149,50.4,"1,305","12,025,575","23,850,180","18,276",9211.104
ASP,DRW,2017,5,"10,837",158,55.1,"1,305","14,142,285","25,661,520","19,664",10834.864
ASP,DRW,2017,6,"10,620",158,54.3,"1,305","13,859,100","25,512,750","19,550",10615.65
ASP,DRW,2017,7,"12,355",160,62.5,"1,305","16,123,275","25,789,410","19,762",12351.25
ASP,DRW,2017,8,"13,103",164,64.3,"1,305","17,099,415","26,585,460","20,372",13099.196
ASP,DRW,2017,9,"10,958",167,57.5,"1,305","14,300,190","24,877,215","19,063",10961.225
ASP,DRW,2017,10,"10,902",167,56.9,"1,305","14,227,110","25,016,850","19,170",10907.73
ASP,DRW,2017,11,"10,204",157,57.9,"1,305","13,316,220","22,990,185","17,617",10200.243
ASP,DRW,2017,12,"7,480",134,50.8,"1,305","9,761,400","19,204,380","14,716",7475.728
ASP,DRW,2018,1,"5,231",117,41.2,"1,305","6,826,455","16,573,500","12,700",5232.4
ASP,DRW,2018,2,"6,395",126,46,"1,305","8,345,475","18,123,840","13,888",6388.48
ASP,DRW,2018,3,"8,303",148,50.3,"1,305","10,835,415","21,525,975","16,495",8296.985
ASP,DRW,2018,4,"8,345",168,43.1,"1,305","10,890,225","25,238,700","19,340",8335.54
ASP,DRW,2018,5,"10,424",179,50.7,"1,305","13,603,320","26,804,700","20,540",10413.78
ASP,DRW,2018,6,"10,059",173,51.2,"1,305","13,126,995","25,638,030","19,646",10058.752
ASP,DRW,2018,7,"12,300",175,61.2,"1,305","16,051,500","26,218,755","20,091",12295.692
ASP,DRW,2018,8,"12,549",180,61.3,"1,305","16,376,445","26,726,400","20,480",12554.24
ASP,DRW,2018,9,"10,342",169,54.3,"1,305","13,496,310","24,838,065","19,033",10334.919
ASP,DRW,2018,10,"10,044",166,50.9,"1,305","13,107,420","25,737,210","19,722",10038.498
ASP,DRW,2018,11,"9,198",149,52.4,"1,305","12,003,390","22,907,970","17,554",9198.296
ASP,DRW,2018,12,"6,517",115,46.9,"1,305","8,504,685","18,130,365","13,893",6515.817
ASP,DRW,2019,1,"5,091",99,44.5,"1,305","6,643,755","14,933,115","11,443",5092.135
ASP,DRW,2019,2,"7,075",116,50.3,"1,305","9,232,875","18,362,655","14,071",7077.713
ASP,DRW,2019,3,"8,561",137,48.2,"1,305","11,172,105","23,189,850","17,770",8565.14
ASP,DRW,2019,4,"8,502",152,32.9,"1,305","11,095,110","33,702,930","25,826",8496.754
ASP,DRW,2019,5,"9,515",163,35.1,"1,305","12,417,075","35,370,720","27,104",9513.504
ASP,DRW,2019,6,"10,256",156,39.6,"1,305","13,384,080","33,796,890","25,898",10255.608
ASP,DRW,2019,7,"13,110",164,47.9,"1,305","17,108,550","35,695,665","27,353",13102.087
ASP,DRW,2019,8,"12,610",161,47.6,"1,305","16,456,050","34,595,550","26,510",12618.76
ASP,DRW,2019,9,"9,906",162,37.1,"1,305","12,927,330","34,848,720","26,704",9907.184
ASP,DRW,2019,10,"10,706",168,41,"1,305","13,971,330","34,116,615","26,143",10718.63
ASP,DRW,2019,11,"8,494",137,62.7,"1,305","11,084,670","17,672,310","13,542",8490.834
ASP,DRW,2019,12,"5,874",103,59.6,"1,305","7,665,570","12,864,690","9,858",5875.368
ASP,DRW,2020,1,"4,726",88,55.5,"1,305","6,167,430","11,121,210","8,522",4729.71
ASP,MEL,2014,7,"12,689",94,86.2,"1,860","23,601,540","27,377,340","14,719",12687.778
ASP,SYD,2014,7,"13,251",91,88.8,"2,022","26,793,522","30,160,152","14,916",13245.408
AYQ,SYD,2014,7,"14,580",124,79.8,"2,181","31,798,980","39,864,318","18,278",14585.844
AYQ,SYD,2014,8,"14,324",121,74.9,"2,181","31,240,644","41,722,530","19,130",14328.37
AYQ,SYD,2014,9,"13,970",120,74.1,"2,181","30,468,570","41,124,936","18,856",13972.296
AYQ,SYD,2014,10,"14,516",123,75.7,"2,181","31,659,396","41,838,123","19,183",14521.531
AYQ,SYD,2014,11,"12,574",120,72.8,"2,181","27,423,894","37,687,680","17,280",12579.84
AYQ,SYD,2014,12,"11,464",113,66.7,"2,181","25,002,984","37,513,200","17,200",11472.4
AYQ,SYD,2015,1,"11,351",112,69.7,"2,181","24,756,531","35,502,318","16,278",11345.766
AYQ,SYD,2015,2,"9,951",98,73.7,"2,181","21,703,131","29,465,310","13,510",9956.87
AYQ,SYD,2015,3,"13,657",117,82,"2,181","29,785,917","36,315,831","16,651",13653.82
AYQ,SYD,2015,4,"13,289",119,78.5,"2,181","28,983,309","36,941,778","16,938",13296.33
AYQ,SYD,2015,5,"12,428",124,71.5,"2,181","27,105,468","37,931,952","17,392",12435.28
AYQ,SYD,2015,6,"13,227",120,75.8,"2,181","28,848,087","38,036,640","17,440",13219.52
AYQ,SYD,2015,7,"15,340",123,83.3,"2,181","33,456,540","40,158,753","18,413",15338.029
AYQ,SYD,2015,8,"16,288",124,79.9,"2,181","35,524,128","44,461,866","20,386",16288.414
AYQ,SYD,2015,9,"15,392",120,79.3,"2,181","33,569,952","42,346,296","19,416",15396.888
AYQ,SYD,2015,10,"15,063",120,77.9,"2,181","32,852,403","42,154,368","19,328",15056.512
AYQ,SYD,2015,11,"12,408",103,75,"2,181","27,061,848","36,099,912","16,552",12414
AYQ,SYD,2015,12,"11,055",105,71.5,"2,181","24,110,955","33,731,346","15,466",11058.19
AYQ,SYD,2016,1,"11,824",107,72.3,"2,181","25,788,144","35,646,264","16,344",11816.712
AYQ,SYD,2016,2,"11,930",108,77.2,"2,181","26,019,330","33,683,364","15,444",11922.768
AYQ,SYD,2016,3,"13,789",114,85.1,"2,181","30,073,809","35,345,286","16,206",13791.306
AYQ,SYD,2016,4,"15,940",120,80.8,"2,181","34,765,140","43,009,320","19,720",15933.76
AYQ,SYD,2016,5,"15,593",122,75.5,"2,181","34,008,333","45,015,840","20,640",15583.2
AYQ,SYD,2016,6,"16,350",120,78.7,"2,181","35,659,350","45,329,904","20,784",16357.008
AYQ,SYD,2016,7,"17,473",123,81.6,"2,181","38,108,613","46,686,486","21,406",17467.296
AYQ,SYD,2016,8,"17,785",124,81,"2,181","38,789,085","47,868,588","21,948",17777.88
AYQ,SYD,2016,9,"17,332",120,81.9,"2,181","37,801,092","46,128,150","21,150",17321.85
AYQ,SYD,2016,10,"17,547",121,84,"2,181","38,270,007","45,576,357","20,897",17553.48
AYQ,SYD,2016,11,"15,784",110,81.4,"2,181","34,424,904","42,267,780","19,380",15775.32
AYQ,SYD,2016,12,"12,750",106,68,"2,181","27,807,750","40,869,759","18,739",12742.52
AYQ,SYD,2017,1,"13,440",106,71.8,"2,181","29,312,640","40,802,148","18,708",13432.344
AYQ,SYD,2017,2,"13,948",104,76.3,"2,181","30,420,588","39,851,232","18,272",13941.536
AYQ,SYD,2017,3,"16,796",118,80.5,"2,181","36,632,076","45,513,108","20,868",16798.74
AYQ,SYD,2017,4,"16,405",120,77.5,"2,181","35,779,305","46,193,580","21,180",16414.5
AYQ,SYD,2017,5,"15,643",123,71.9,"2,181","34,117,383","47,476,008","21,768",15651.192
AYQ,SYD,2017,6,"15,487",120,72.7,"2,181","33,777,147","46,455,300","21,300",15485.1
AYQ,SYD,2017,7,"17,676",124,80.8,"2,181","38,551,356","47,733,366","21,886",17683.888
AYQ,SYD,2017,8,"17,824",124,81,"2,181","38,874,144","48,003,810","22,010",17828.1
AYQ,SYD,2017,9,"17,101",120,80.7,"2,181","37,297,281","46,193,580","21,180",17092.26
AYQ,SYD,2017,10,"17,549",122,81.8,"2,181","38,274,369","46,812,984","21,464",17557.552
AYQ,SYD,2017,11,"15,670",104,85.3,"2,181","34,176,270","40,043,160","18,360",15661.08
AYQ,SYD,2017,12,"13,940",106,74.7,"2,181","30,403,140","40,693,098","18,658",13937.526
AYQ,SYD,2018,1,"13,997",106,74.8,"2,181","30,527,457","40,802,148","18,708",13993.584
AYQ,SYD,2018,2,"14,682",104,79.1,"2,181","32,021,442","40,496,808","18,568",14687.288
AYQ,SYD,2018,3,"17,641",116,85.5,"2,181","38,475,021","45,024,564","20,644",17650.62
AYQ,SYD,2018,4,"16,730",119,79,"2,181","36,488,130","46,193,580","21,180",16732.2
AYQ,SYD,2018,5,"16,809",124,75.9,"2,181","36,660,429","48,322,236","22,156",16816.404
AYQ,SYD,2018,6,"16,561",120,77.4,"2,181","36,119,541","46,664,676","21,396",16560.504
AYQ,SYD,2018,7,"17,984",124,81.6,"2,181","39,223,104","48,077,964","22,044",17987.904
AYQ,SYD,2018,8,"18,498",124,83.5,"2,181","40,344,138","48,317,874","22,154",18498.59
AYQ,SYD,2018,9,"16,797",120,78.2,"2,181","36,634,257","46,847,880","21,480",16797.36
AYQ,SYD,2018,10,"16,925",124,76.3,"2,181","36,913,425","48,370,218","22,178",16921.814
AYQ,SYD,2018,11,"15,487",112,77.4,"2,181","33,777,147","43,654,896","20,016",15492.384
AYQ,SYD,2018,12,"12,640",112,63.7,"2,181","27,567,840","43,244,868","19,828",12630.436
AYQ,SYD,2019,1,"13,211",116,64.1,"2,181","28,813,191","44,946,048","20,608",13209.728
AYQ,SYD,2019,2,"12,502",104,69.4,"2,181","27,266,862","39,310,344","18,024",12508.656
AYQ,SYD,2019,3,"16,481",114,82,"2,181","35,945,061","43,811,928","20,088",16472.16
AYQ,SYD,2019,4,"17,085",120,79.7,"2,181","37,262,385","46,773,726","21,446",17092.462
AYQ,SYD,2019,5,"18,161",124,81.8,"2,181","39,609,141","48,418,200","22,200",18159.6
AYQ,SYD,2019,6,"17,749",120,83.1,"2,181","38,710,569","46,559,988","21,348",17740.188
AYQ,SYD,2019,7,"18,621",124,83.7,"2,181","40,612,401","48,522,888","22,248",18621.576
AYQ,SYD,2019,8,"19,685",124,88.8,"2,181","42,932,985","48,326,598","22,158",19676.304
AYQ,SYD,2019,9,"18,580",120,86.4,"2,181","40,522,980","46,926,396","21,516",18589.824
AYQ,SYD,2019,10,"18,614",123,84.1,"2,181","40,597,134","48,278,616","22,136",18616.376
AYQ,SYD,2019,11,"14,341",110,73,"2,181","31,277,721","42,843,564","19,644",14340.12
AYQ,SYD,2019,12,"11,134",114,54.9,"2,181","24,283,254","44,206,689","20,269",11127.681
AYQ,SYD,2020,1,"11,470",114,56.7,"2,181","25,016,070","44,143,440","20,240",11476.08
AYQ,SYD,2020,2,"9,602",104,52.7,"2,181","20,941,962","39,737,820","18,220",9601.94
AYQ,SYD,2020,3,"8,217",91,50.8,"2,181","17,921,277","35,262,408","16,168",8213.344
AYQ,SYD,2020,4,0,0,0,"2,181",0,0,0,0
AYQ,SYD,2020,5,0,0,0,"2,181",0,0,0,0
AYQ,SYD,2020,6,0,0,0,"2,181",0,0,0,0
AYQ,SYD,2020,7,0,0,0,"2,181",0,0,0,0
AYQ,SYD,2020,8,0,0,0,"2,181",0,0,0,0
BDB,BNE,2014,7,"13,751",322,63.4,287,"3,946,537","6,227,326","21,698",13756.532
BDB,BNE,2014,8,"13,579",319,63.6,287,"3,897,173","6,128,024","21,352",13579.872
BDB,BNE,2014,9,"13,492",311,64.8,287,"3,872,204","5,973,044","20,812",13486.176
BDB,BNE,2014,10,"14,350",325,66.9,287,"4,118,450","6,154,141","21,443",14345.367
BDB,BNE,2014,11,"12,786",303,64.4,287,"3,669,582","5,695,515","19,845",12780.18
BDB,BNE,2014,12,"14,025",320,66.9,287,"4,025,175","6,016,094","20,962",14023.578
BDB,BNE,2015,1,"11,919",314,57.6,287,"3,420,753","5,935,160","20,680",11911.68
BDB,BNE,2015,2,"10,219",268,57.5,287,"2,932,853","5,098,268","17,764",10214.3
BDB,BNE,2015,3,"13,495",333,61.9,287,"3,873,065","6,256,026","21,798",13492.962
BDB,BNE,2015,4,"13,116",328,66,287,"3,764,292","5,705,560","19,880",13120.8
BDB,BNE,2015,5,"13,096",345,64,287,"3,758,552","5,875,464","20,472",13102.08
BDB,BNE,2015,6,"12,604",339,62.4,287,"3,617,348","5,792,808","20,184",12594.816
BDB,BNE,2015,7,"13,916",346,67.3,287,"3,993,892","5,934,586","20,678",13916.294
BDB,BNE,2015,8,"13,133",351,63,287,"3,769,171","5,978,784","20,832",13124.16
BDB,BNE,2015,9,"13,865",341,67.4,287,"3,979,255","5,907,608","20,584",13873.616
BDB,BNE,2015,10,"14,662",350,68.9,287,"4,207,994","6,110,804","21,292",14670.188
BDB,BNE,2015,11,"13,669",343,65.3,287,"3,923,003","6,005,188","20,924",13663.372
BDB,BNE,2015,12,"15,028",346,70.3,287,"4,313,036","6,138,356","21,388",15035.764
BDB,BNE,2016,1,"12,808",318,62.5,287,"3,675,896","5,885,796","20,508",12817.5
BDB,BNE,2016,2,"12,631",312,67.4,287,"3,625,097","5,376,084","18,732",12625.368
BDB,BNE,2016,3,"13,921",331,69.3,287,"3,995,327","5,765,830","20,090",13922.37
BDB,BNE,2016,4,"14,589",321,70.4,287,"4,187,043","5,949,510","20,730",14593.92
BDB,BNE,2016,5,"14,539",330,68.5,287,"4,172,693","6,088,992","21,216",14532.96
BDB,BNE,2016,6,"14,351",324,74.5,287,"4,118,737","5,531,064","19,272",14357.64
BDB,BNE,2016,7,"15,014",322,71.9,287,"4,309,018","5,994,856","20,888",15018.472
BDB,BNE,2016,8,"14,487",340,72.1,287,"4,157,769","5,764,108","20,084",14480.564
BDB,BNE,2016,9,"14,911",328,76.9,287,"4,279,457","5,564,643","19,389",14910.141
BDB,BNE,2016,10,"15,427",328,80.4,287,"4,427,549","5,506,382","19,186",15425.544
BDB,BNE,2016,11,"14,742",319,79,287,"4,230,954","5,355,994","18,662",14742.98
BDB,BNE,2016,12,"15,328",328,76.9,287,"4,399,136","5,719,910","19,930",15326.17
BDB,BNE,2017,1,"14,004",322,71.7,287,"4,019,148","5,609,128","19,544",14013.048
BDB,BNE,2017,2,"12,590",294,70.1,287,"3,613,330","5,155,955","17,965",12593.465
BDB,BNE,2017,3,"14,104",317,76,287,"4,047,848","5,327,294","18,562",14107.12
BDB,BNE,2017,4,"14,199",318,75.5,287,"4,075,113","5,398,470","18,810",14201.55
BDB,BNE,2017,5,"15,056",335,75.9,287,"4,321,072","5,694,367","19,841",15059.319
BDB,BNE,2017,6,"14,532",324,77.3,287,"4,170,684","5,396,748","18,804",14535.492
BDB,BNE,2017,7,"15,297",329,80.5,287,"4,390,239","5,572,105","19,415",15629.075
BDB,BNE,2017,8,"16,448",358,73.3,287,"4,720,576","6,439,132","22,436",16445.588
BDB,BNE,2017,9,"14,775",306,73.4,287,"4,240,425","5,775,588","20,124",14771.016
BDB,BNE,2017,10,"14,888",296,76.9,287,"4,272,856","5,553,450","19,350",14880.15
BDB,BNE,2017,11,"13,923",299,72.6,287,"3,995,901","5,504,086","19,178",13923.228
BDB,BNE,2017,12,"14,048",275,70.5,287,"4,031,776","5,715,318","19,914",14039.37
BDB,BNE,2018,1,"12,946",282,63.1,287,"3,715,502","5,889,240","20,520",12948.12
BDB,BNE,2018,2,"11,953",258,64.9,287,"3,430,511","5,286,540","18,420",11954.58
BDB,BNE,2018,3,"14,541",288,69.9,287,"4,173,267","5,969,600","20,800",14539.2
BDB,BNE,2018,4,"13,277",262,70.7,287,"3,810,499","5,392,156","18,788",13283.116
BDB,BNE,2018,5,"13,631",272,69.4,287,"3,912,097","5,635,532","19,636",13627.384
BDB,BNE,2018,6,"13,708",272,70.1,287,"3,934,196","5,614,868","19,564",13714.364
BDB,BNE,2018,7,"13,932",272,70.9,287,"3,998,484","5,642,420","19,660",13938.94
BDB,BNE,2018,8,"13,924",278,71.1,287,"3,996,188","5,618,312","19,576",13918.536
BDB,BNE,2018,9,"13,965",264,73.9,287,"4,007,955","5,420,856","18,888",13958.232
BDB,BNE,2018,10,"14,533",279,74.8,287,"4,170,971","5,577,558","19,434",14536.632
BDB,BNE,2018,11,"13,503",300,70.1,287,"3,875,361","5,528,768","19,264",13504.064
BDB,BNE,2018,12,"12,927",297,67.1,287,"3,710,049","5,532,786","19,278",12935.538
BDB,BNE,2019,1,"11,095",278,61.7,287,"3,184,265","5,163,704","17,992",11101.064
BDB,BNE,2019,2,"11,209",278,62.9,287,"3,216,983","5,116,636","17,828",11213.812
BDB,BNE,2019,3,"12,875",304,66.2,287,"3,695,125","5,585,020","19,460",12882.52
BDB,BNE,2019,4,"12,578",296,67.6,287,"3,609,886","5,338,200","18,600",12573.6
BDB,BNE,2019,5,"13,183",306,69.6,287,"3,783,521","5,439,224","18,952",13190.592
BDB,BNE,2019,6,"12,650",292,68.8,287,"3,630,550","5,278,791","18,393",12654.384
BDB,BNE,2019,7,"13,355",312,67.7,287,"3,832,885","5,658,492","19,716",13347.732
BDB,BNE,2019,8,"13,344",308,69.4,287,"3,829,728","5,518,436","19,228",13344.232
BDB,BNE,2019,9,"13,492",300,72.4,287,"3,872,204","5,351,976","18,648",13501.152
BDB,BNE,2019,10,"14,211",308,73.2,287,"4,078,557","5,573,540","19,420",14215.44
BDB,BNE,2019,11,"12,929",300,68.8,287,"3,710,623","5,391,008","18,784",12923.392
BDB,BNE,2019,12,"12,727",291,70.4,287,"3,652,649","5,188,673","18,079",12727.616
BDB,BNE,2020,1,"11,110",271,67,287,"3,188,570","4,760,182","16,586",11112.62
BDB,BNE,2020,2,"11,476",272,68.2,287,"3,293,612","4,827,914","16,822",11472.604
BDB,BNE,2020,3,"8,209",253,52.1,287,"2,355,983","4,525,990","15,770",8216.17
BDB,BNE,2020,4,423,50,11.3,287,"121,401","1,075,676","3,748",423.524
BME,PER,2014,7,"32,407",307,81.1,"1,677","54,346,539","67,034,721","39,973",32418.103
BME,PER,2014,8,"31,144",306,74.9,"1,677","52,228,488","69,726,306","41,578",31141.922
BME,PER,2014,9,"27,889",299,70,"1,677","46,769,853","66,856,959","39,867",27906.9
BME,PER,2014,10,"28,279",268,75.2,"1,677","47,423,883","63,105,510","37,630",28297.76
BME,PER,2014,11,"21,764",240,64.3,"1,677","36,498,228","56,773,158","33,854",21768.122
BME,PER,2014,12,"20,597",249,57.9,"1,677","34,541,169","59,669,337","35,581",20601.399
BME,PER,2015,1,"19,192",248,55.2,"1,677","32,184,984","58,299,228","34,764",19189.728
BME,PER,2015,2,"15,903",223,52.4,"1,677","26,669,331","50,855,025","30,325",15890.3
BME,PER,2015,3,"21,336",255,65,"1,677","35,780,472","55,013,985","32,805",21323.25
BME,PER,2015,4,"25,474",250,75.2,"1,677","42,719,898","56,830,176","33,888",25483.776
BME,PER,2015,5,"26,012",251,77.8,"1,677","43,622,124","56,085,588","33,444",26019.432
BME,PER,2015,6,"27,959",243,85.3,"1,677","46,887,243","54,998,892","32,796",27974.988
BME,PER,2015,7,"35,149",312,86.5,"1,677","58,944,873","68,119,740","40,620",35136.3
BME,PER,2015,8,"31,760",307,79.3,"1,677","53,261,520","67,147,080","40,040",31751.72
BME,PER,2015,9,"28,151",299,73.8,"1,677","47,209,227","63,982,581","38,153",28156.914
BME,PER,2015,10,"28,117",296,74.3,"1,677","47,152,209","63,459,357","37,841",28115.863
BME,PER,2015,11,"22,178",250,69.7,"1,677","37,192,506","53,372,202","31,826",22182.722
BME,PER,2015,12,"21,629",265,66.2,"1,677","36,271,833","54,777,528","32,664",21623.568
BME,PER,2016,1,"19,507",252,70,"1,677","32,713,239","46,758,114","27,882",19517.4
BME,PER,2016,2,"15,954",238,54.8,"1,677","26,754,858","48,864,426","29,138",15967.624
BME,PER,2016,3,"21,541",257,65.5,"1,677","36,124,257","55,124,667","32,871",21530.505
BME,PER,2016,4,"25,072",294,69.5,"1,677","42,045,744","60,467,589","36,057",25059.615
BME,PER,2016,5,"25,372",285,71.9,"1,677","42,548,844","59,214,870","35,310",25387.89
BME,PER,2016,6,"27,216",274,78.5,"1,677","45,641,232","58,109,727","34,651",27201.035
BME,PER,2016,7,"32,440",309,82.9,"1,677","54,401,880","65,609,271","39,123",32432.967
BME,PER,2016,8,"29,628",311,76.5,"1,677","49,686,156","64,990,458","38,754",29646.81
BME,PER,2016,9,"29,620",301,81.2,"1,677","49,672,740","61,170,252","36,476",29618.512
BME,PER,2016,10,"27,782",305,75.1,"1,677","46,590,414","62,045,646","36,998",27785.498
BME,PER,2016,11,"20,948",247,68.9,"1,677","35,129,796","50,967,384","30,392",20940.088
BME,PER,2016,12,"20,092",249,70,"1,677","33,694,284","48,111,453","28,689",20082.3
BME,PER,2017,1,"18,137",253,63.9,"1,677","30,415,749","47,422,206","28,278",18069.642
BME,PER,2017,2,"14,086",229,54.2,"1,677","23,622,222","43,586,907","25,991",14087.122
BME,PER,2017,3,"18,562",263,62.1,"1,677","31,128,474","50,232,858","29,954",18601.434
BME,PER,2017,4,"22,864",268,72.8,"1,677","38,342,928","52,641,030","31,390",22851.92
BME,PER,2017,5,"25,244",283,78.9,"1,677","42,334,188","53,653,938","31,994",25243.266
BME,PER,2017,6,"29,530",299,82.9,"1,677","49,521,810","59,753,187","35,631",29538.099
BME,PER,2017,7,"33,860",332,85,"1,677","56,783,220","66,820,065","39,845",33868.25
BME,PER,2017,8,"33,688",366,78,"1,677","56,494,776","72,432,984","43,192",33689.76
BME,PER,2017,9,"32,215",360,78.8,"1,677","54,024,555","68,528,928","40,864",32200.832
BME,PER,2017,10,"33,481",371,79.2,"1,677","56,147,637","70,861,635","42,255",33465.96
BME,PER,2017,11,"26,222",330,71.7,"1,677","43,974,294","61,327,890","36,570",26220.69
BME,PER,2017,12,"25,494",319,73.3,"1,677","42,753,438","58,364,631","34,803",25510.599
BME,PER,2018,1,"23,735",285,75.1,"1,677","39,803,595","53,003,262","31,606",23736.106
BME,PER,2018,2,"19,518",261,67.9,"1,677","32,731,686","48,233,874","28,762",19529.398
BME,PER,2018,3,"25,869",309,75.3,"1,677","43,382,313","57,589,857","34,341",25858.773
BME,PER,2018,4,"28,435",320,80.5,"1,677","47,685,495","59,211,516","35,308",28422.94
BME,PER,2018,5,"30,544",336,82.2,"1,677","51,222,288","62,320,674","37,162",30547.164
BME,PER,2018,6,"30,782",322,84.7,"1,677","51,621,414","60,935,472","36,336",30776.592
BME,PER,2018,7,"32,570",336,86.8,"1,677","54,619,890","62,952,903","37,539",32583.852
BME,PER,2018,8,"32,804",341,81.4,"1,677","55,012,308","67,586,454","40,302",32805.828
BME,PER,2018,9,"32,277",337,80.3,"1,677","54,128,529","67,371,798","40,174",32259.722
BME,PER,2018,10,"31,947",337,78.5,"1,677","53,575,119","68,233,776","40,688",31940.08
BME,PER,2018,11,"26,123",283,81.3,"1,677","43,808,271","53,870,271","32,123",26115.999
BME,PER,2018,12,"24,246",292,72.5,"1,677","40,660,542","56,062,110","33,430",24236.75
BME,PER,2019,1,"22,472",293,67.5,"1,677","37,685,544","55,823,976","33,288",22469.4
BME,PER,2019,2,"18,021",254,62,"1,677","30,221,217","48,742,005","29,065",18020.3
BME,PER,2019,3,"22,083",283,66.9,"1,677","37,033,191","55,362,801","33,013",22085.697
BME,PER,2019,4,"27,724",317,74.6,"1,677","46,493,148","62,322,351","37,163",27723.598
BME,PER,2019,5,"28,751",331,75.5,"1,677","48,215,427","63,892,023","38,099",28764.745
BME,PER,2019,6,"30,424",325,79.3,"1,677","51,021,048","64,339,782","38,366",30424.238
BME,PER,2019,7,"34,630",341,88.7,"1,677","58,074,510","65,438,217","39,021",34611.627
BME,PER,2019,8,"33,666",338,84.2,"1,677","56,457,882","67,029,690","39,970",33654.74
BME,PER,2019,9,"31,534",328,83.9,"1,677","52,882,518","63,026,691","37,583",31532.137
BME,PER,2019,10,"31,472",337,81.2,"1,677","52,778,544","65,022,321","38,773",31483.676
BME,PER,2019,11,"25,027",277,75,"1,677","41,970,279","55,984,968","33,384",25038
BME,PER,2019,12,"23,000",292,67.2,"1,677","38,571,000","57,391,971","34,223",22997.856
BME,PER,2020,1,"21,701",278,65.6,"1,677","36,392,577","55,475,160","33,080",21700.48
BME,PER,2020,2,"18,287",268,58.1,"1,677","30,667,299","52,791,960","31,480",18289.88
BME,PER,2020,3,"11,120",172,57.5,"1,677","18,648,240","32,408,025","19,325",11111.875
BME,PER,2020,4,"1,129",55,18.3,"1,677","1,893,333","10,333,674","6,162",1127.646
BME,PER,2020,5,"2,111",46,35.3,"1,677","3,540,147","10,028,460","5,980",2110.94
