origin,destination,year,month,revenue,number_trips,load_factor,distance,rpks,asks,seats,passengers
BNE,SYD,2018,4,"389,543","2,880",81,753,"293,325,879","362,153,091","480,947",389567.07
BNE,SYD,2018,5,"397,312","2,952",81.5,753,"299,175,936","367,110,843","487,531",397337.765
BNE,SYD,2018,6,"383,912","2,768",83.6,753,"289,085,736","345,974,133","459,464",384111.904
BNE,SYD,2018,7,"435,197","3,081",85.8,753,"327,703,341","381,832,746","507,082",435076.356
BNE,SYD,2018,8,"416,496","3,011",84.2,753,"313,621,488","372,289,977","494,409",416292.378
BNE,SYD,2018,9,"397,239","2,887",83,753,"299,120,967","360,355,680","478,560",397204.8
BNE,SYD,2018,10,"430,052","3,028",85.5,753,"323,829,156","378,835,053","503,101",430151.355
BNE,SYD,2018,11,"423,397","2,996",87.5,753,"318,817,941","364,448,235","483,995",423495.625
BNE,SYD,2018,12,"407,240","2,873",86.7,753,"306,724,761","353,884,398","469,792",407309.664
BNE,SYD,2019,1,"373,527","2,749",83,753,"281,265,831","339,030,720","450,240",373699.2
BNE,SYD,2019,2,"353,301","2,717",80.7,753,"266,035,653","329,628,762","437,754",353267.478
BNE,SYD,2019,3,"404,452","3,008",82.3,753,"304,552,356","370,168,776","491,592",404580.216
BNE,SYD,2019,4,"397,001","2,965",81.3,753,"298,941,753","367,797,579","488,472",397127.736
BNE,SYD,2019,5,"396,519","3,074",79.4,753,"298,578,807","376,218,378","499,626",396703.044
BNE,SYD,2019,6,"380,079","2,834",80.9,753,"286,199,487","353,595,999","469,583",379892.647
BNE,SYD,2019,7,"431,064","3,163",82.6,753,"324,591,192","392,861,184","521,728",430947.328
BNE,SYD,2019,8,"413,613","2,972",84.3,753,"311,450,589","369,241,080","490,360",413373.48
BNE,SYD,2019,9,"401,748","2,954",82.5,753,"302,516,244","366,789,312","487,104",401860.8
BNE,SYD,2019,10,"447,595","3,107",87.6,753,"337,039,035","384,886,914","511,138",447756.888
BNE,SYD,2019,11,"413,243","2,894",86.7,753,"311,171,979","358,899,378","476,626",413234.742
BNE,SYD,2019,12,"408,902","2,878",86.7,753,"307,903,206","355,133,625","471,625",408898.875
BNE,SYD,2020,1,"377,958","2,689",86,753,"284,602,374","330,751,485","439,245",377750.7
BNE,SYD,2020,2,"340,988","2,596",79.9,753,"256,763,964","321,348,021","426,757",340978.843
BNE,SYD,2020,3,"228,371","2,252",63.1,753,"171,963,363","272,552,868","361,956",228394.236
BNE,SYD,2020,4,"14,154",424,36.1,753,"10,657,962","29,500,281","39,177",14142.897
BNE,SYD,2020,5,"18,716",353,55.4,753,"14,093,148","25,451,400","33,800",18725.2
BNE,SYD,2020,6,"37,009",489,70.9,753,"27,867,777","39,329,943","52,231",37031.779
BNE,SYD,2020,7,"94,549",939,73.9,753,"71,195,397","96,280,086","127,862",94490.018
BNE,SYD,2020,8,"18,919",421,50,753,"14,246,007","28,489,755","37,835",18917.5
BNE,TSV,2014,7,"90,238",791,74.7,"1,112","100,344,656","134,336,272","120,806",90242.082
BNE,TSV,2014,8,"83,213",775,72.8,"1,112","92,532,856","127,167,208","114,359",83253.352
BNE,TSV,2014,9,"84,427",770,73.7,"1,112","93,882,824","127,448,544","114,612",84469.044
BNE,TSV,2014,10,"85,977",779,71.9,"1,112","95,606,424","132,968,512","119,576",85975.144
BNE,TSV,2014,11,"74,085",714,70,"1,112","82,382,520","117,731,888","105,874",74111.8
BNE,TSV,2014,12,"83,680",759,72.3,"1,112","93,052,160","128,680,640","115,720",83665.56
BNE,TSV,2015,1,"69,335",755,59.6,"1,112","77,100,520","129,469,048","116,429",69391.684
BNE,TSV,2015,2,"64,008",668,63.5,"1,112","71,176,896","112,162,992","100,866",64049.91
BNE,TSV,2015,3,"77,377",747,69.5,"1,112","86,043,224","123,849,000","111,375",77405.625
BNE,TSV,2015,4,"78,976",767,70.5,"1,112","87,821,312","124,566,240","112,020",78974.1
BNE,TSV,2015,5,"81,096",784,71.6,"1,112","90,178,752","125,897,304","113,217",81063.372
BNE,TSV,2015,6,"81,213",761,73.8,"1,112","90,308,856","122,287,752","109,971",81158.598
BNE,TSV,2015,7,"91,840",806,78.4,"1,112","102,126,080","130,220,760","117,105",91810.32
BNE,TSV,2015,8,"82,537",780,73.4,"1,112","91,781,144","125,011,040","112,420",82516.28
BNE,TSV,2015,9,"86,320",771,77,"1,112","95,987,840","124,625,176","112,073",86296.21
BNE,TSV,2015,10,"87,338",772,75.2,"1,112","97,119,856","129,151,016","116,143",87339.536
BNE,TSV,2015,11,"80,228",742,74.4,"1,112","89,213,536","119,955,888","107,874",80258.256
BNE,TSV,2015,12,"85,034",750,76.5,"1,112","94,557,808","123,622,152","111,171",85045.815
BNE,TSV,2016,1,"71,649",739,65,"1,112","79,673,688","122,639,144","110,287",71686.55
BNE,TSV,2016,2,"65,563",694,65.5,"1,112","72,906,056","111,371,248","100,154",65600.87
BNE,TSV,2016,3,"78,726",755,70.6,"1,112","87,543,312","124,014,688","111,524",78735.944
BNE,TSV,2016,4,"78,843",716,72.6,"1,112","87,673,416","120,719,832","108,561",78815.286
BNE,TSV,2016,5,"89,100",767,75,"1,112","99,079,200","132,173,432","118,861",89145.75
BNE,TSV,2016,6,"86,729",726,79.5,"1,112","96,442,648","121,258,040","109,045",86690.775
BNE,TSV,2016,7,"92,857",758,84.2,"1,112","103,256,984","122,676,952","110,321",92890.282
BNE,TSV,2016,8,"82,949",763,75.2,"1,112","92,239,288","122,709,200","110,350",82983.2
BNE,TSV,2016,9,"88,375",762,79.5,"1,112","98,273,000","123,565,440","111,120",88340.4
BNE,TSV,2016,10,"83,086",778,73.5,"1,112","92,391,632","125,693,808","113,034",83079.99
BNE,TSV,2016,11,"76,388",743,73.9,"1,112","84,943,456","114,988,584","103,407",76417.773
BNE,TSV,2016,12,"82,308",765,76.8,"1,112","91,526,496","119,109,656","107,113",82262.784
BNE,TSV,2017,1,"70,059",753,67.5,"1,112","77,905,608","115,471,192","103,841",70092.675
BNE,TSV,2017,2,"62,812",679,70.5,"1,112","69,846,944","99,131,464","89,147",62848.635
BNE,TSV,2017,3,"76,089",719,76.5,"1,112","84,610,968","110,536,136","99,403",76043.295
BNE,TSV,2017,4,"79,545",718,78.1,"1,112","88,454,040","113,274,992","101,866",79557.346
BNE,TSV,2017,5,"78,673",761,72.2,"1,112","87,484,376","121,232,464","109,022",78713.884
BNE,TSV,2017,6,"85,446",739,81.5,"1,112","95,015,952","116,567,624","104,827",85434.005
BNE,TSV,2017,7,"91,290",770,82.3,"1,112","101,514,480","123,419,768","110,989",91343.947
BNE,TSV,2017,8,"84,498",772,76.5,"1,112","93,961,776","122,779,256","110,413",84465.945
BNE,TSV,2017,9,"85,265",735,81.5,"1,112","94,814,680","116,390,816","104,668",85304.42
BNE,TSV,2017,10,"83,544",740,78.7,"1,112","92,900,928","118,033,240","106,145",83536.115
BNE,TSV,2017,11,"78,540",725,76.3,"1,112","87,336,480","114,391,440","102,870",78489.81
BNE,TSV,2017,12,"84,419",746,78.2,"1,112","93,873,928","120,092,664","107,997",84453.654
BNE,TSV,2018,1,"73,579",750,67.4,"1,112","81,819,848","121,348,112","109,126",73550.924
BNE,TSV,2018,2,"65,479",667,69.4,"1,112","72,812,648","104,979,472","94,406",65517.764
BNE,TSV,2018,3,"84,475",734,79.2,"1,112","93,936,200","118,540,312","106,601",84427.992
BNE,TSV,2018,4,"78,704",709,74.1,"1,112","87,518,848","118,094,400","106,200",78694.2
BNE,TSV,2018,5,"84,958",747,76.9,"1,112","94,473,296","122,851,536","110,478",84957.582
BNE,TSV,2018,6,"82,169",727,76,"1,112","91,371,928","120,202,752","108,096",82152.96
BNE,TSV,2018,7,"98,751",777,85.5,"1,112","109,811,112","128,365,944","115,437",98698.635
BNE,TSV,2018,8,"92,787",762,85.2,"1,112","103,179,144","121,062,328","108,869",92756.388
BNE,TSV,2018,9,"86,437",734,82.2,"1,112","96,117,944","116,930,136","105,153",86435.766
BNE,TSV,2018,10,"86,852",757,79.5,"1,112","96,579,424","121,481,552","109,246",86850.57
BNE,TSV,2018,11,"80,120",719,79.5,"1,112","89,093,440","112,030,664","100,747",80093.865
BNE,TSV,2018,12,"81,659",675,81.3,"1,112","90,804,808","111,715,968","100,464",81677.232
BNE,TSV,2019,1,"72,481",691,70.6,"1,112","80,598,872","114,163,480","102,665",72481.49
BNE,TSV,2019,2,"66,071",611,74,"1,112","73,470,952","99,249,336","89,253",66047.22
BNE,TSV,2019,3,"84,310",697,81,"1,112","93,752,720","115,953,800","104,275",84462.75
BNE,TSV,2019,4,"82,679",728,75.2,"1,112","91,939,048","122,247,720","109,935",82671.12
BNE,TSV,2019,5,"86,219",781,73.7,"1,112","95,875,528","130,145,144","117,037",86256.269
BNE,TSV,2019,6,"86,707",736,78.7,"1,112","96,418,184","122,557,968","110,214",86738.418
BNE,TSV,2019,7,"95,192",788,80.4,"1,112","105,853,504","131,661,912","118,401",95194.404
BNE,TSV,2019,8,"91,854",756,80.9,"1,112","102,141,648","126,265,376","113,548",91860.332
BNE,TSV,2019,9,"91,326",743,81.7,"1,112","101,554,512","124,327,160","111,805",91344.685
BNE,TSV,2019,10,"90,971",749,80.7,"1,112","101,159,752","125,312,392","112,691",90941.637
BNE,TSV,2019,11,"82,430",714,79.6,"1,112","91,662,160","115,214,320","103,610",82473.56
BNE,TSV,2019,12,"87,854",729,82.2,"1,112","97,693,648","118,782,728","106,819",87805.218
BNE,TSV,2020,1,"77,333",705,74.4,"1,112","85,994,296","115,571,272","103,931",77324.664
BNE,TSV,2020,2,"70,269",666,71.7,"1,112","78,139,128","108,937,080","97,965",70240.905
BNE,TSV,2020,3,"56,221",599,64.9,"1,112","62,517,752","96,338,120","86,635",56226.115
BNE,TSV,2020,4,"4,193",91,44.9,"1,112","4,662,616","10,388,304","9,342",4194.558
BNE,TSV,2020,5,"4,907",82,61.9,"1,112","5,456,584","8,811,488","7,924",4904.956
BNE,TSV,2020,6,"15,096",148,74,"1,112","16,786,752","22,698,144","20,412",15104.88
BNE,TSV,2020,7,"40,490",314,81.9,"1,112","45,024,880","54,997,296","49,458",40506.102
BNE,TSV,2020,8,"40,590",381,66.3,"1,112","45,136,080","68,101,104","61,242",40603.446
CBR,MEL,2014,7,"80,276",959,63.4,470,"37,729,720","59,509,520","126,616",80274.544
CBR,MEL,2014,8,"80,541",939,64.8,470,"37,854,270","58,397,030","124,249",80513.352
CBR,MEL,2014,9,"81,161",917,66.7,470,"38,145,670","57,217,330","121,739",81199.913
CBR,MEL,2014,10,"90,519",944,70.7,470,"42,543,930","60,189,140","128,062",90539.834
CBR,MEL,2014,11,"85,350",867,74.5,470,"40,114,500","53,842,260","114,558",85345.71
CBR,MEL,2014,12,"77,082",861,69.4,470,"36,228,540","52,230,630","111,129",77123.526
CBR,MEL,2015,1,"64,197",777,63.9,470,"30,172,590","47,218,080","100,464",64196.496
CBR,MEL,2015,2,"75,761",832,70,470,"35,607,670","50,881,730","108,259",75781.3
CBR,MEL,2015,3,"90,811",915,76.1,470,"42,681,170","56,053,610","119,263",90759.143
CBR,MEL,2015,4,"82,761",882,72.3,470,"38,897,670","53,771,760","114,408",82716.984
CBR,MEL,2015,5,"85,883",906,73.4,470,"40,365,010","54,976,370","116,971",85856.714
CBR,MEL,2015,6,"81,518",882,70.8,470,"38,313,460","54,091,830","115,089",81483.012
CBR,MEL,2015,7,"82,898",920,68.7,470,"38,962,060","56,674,950","120,585",82841.895
CBR,MEL,2015,8,"81,919",890,70.3,470,"38,501,930","54,776,620","116,546",81931.838
CBR,MEL,2015,9,"82,613",889,71,470,"38,828,110","54,721,160","116,428",82663.88
CBR,MEL,2015,10,"86,937",923,71.3,470,"40,860,390","57,275,140","121,862",86887.606
CBR,MEL,2015,11,"89,977",937,72.7,470,"42,289,190","58,187,880","123,804",90005.508
CBR,MEL,2015,12,"79,136",835,74,470,"37,193,920","50,289,530","106,999",79179.26
CBR,MEL,2016,1,"66,015",770,65.8,470,"31,027,050","47,147,580","100,314",66006.612
CBR,MEL,2016,2,"83,127",913,68.6,470,"39,069,690","56,920,760","121,108",83080.088
CBR,MEL,2016,3,"92,474",953,72.1,470,"43,462,780","60,287,370","128,271",92483.391
CBR,MEL,2016,4,"86,515",927,69.4,470,"40,662,050","58,567,170","124,611",86480.034
CBR,MEL,2016,5,"86,781",937,69.6,470,"40,787,070","58,596,310","124,673",86772.408
CBR,MEL,2016,6,"82,407",848,71.8,470,"38,731,290","53,966,810","114,823",82442.914
CBR,MEL,2016,7,"84,096",918,66.8,470,"39,525,120","59,180,990","125,917",84112.556
CBR,MEL,2016,8,"83,574",951,63.2,470,"39,279,780","62,194,630","132,329",83631.928
CBR,MEL,2016,9,"87,299",919,67.7,470,"41,030,530","60,572,660","128,878",87250.406
CBR,MEL,2016,10,"91,065",918,70,470,"42,800,550","61,168,150","130,145",91101.5
CBR,MEL,2016,11,"95,120",897,72.8,470,"44,706,400","61,421,950","130,685",95138.68
CBR,MEL,2016,12,"87,620",861,71.4,470,"41,181,400","57,645,970","122,651",87572.814
CBR,MEL,2017,1,"73,950",750,67.5,470,"34,756,500","51,494,140","109,562",73954.35
CBR,MEL,2017,2,"86,904",910,64,470,"40,844,880","63,833,520","135,816",86922.24
CBR,MEL,2017,3,"107,183","1,004",71.1,470,"50,376,010","70,827,120","150,696",107144.856
CBR,MEL,2017,4,"90,155",902,66.4,470,"42,372,850","63,811,430","135,769",90150.616
CBR,MEL,2017,5,"97,279",968,63.8,470,"45,721,130","71,608,730","152,359",97205.042
CBR,MEL,2017,6,"94,487",910,66,470,"44,408,890","67,244,310","143,073",94428.18
CBR,MEL,2017,7,"91,902",989,61,470,"43,193,940","70,853,440","150,752",91958.72
CBR,MEL,2017,8,"94,887","1,019",61.2,470,"44,596,890","72,905,930","155,119",94932.828
CBR,MEL,2017,9,"98,431",978,68.1,470,"46,262,570","67,942,260","144,558",98443.998
CBR,MEL,2017,10,"101,529","1,009",67.2,470,"47,718,630","70,960,130","150,979",101457.888
CBR,MEL,2017,11,"103,987",995,68.8,470,"48,873,890","70,993,030","151,049",103921.712
CBR,MEL,2017,12,"92,260",896,68.3,470,"43,362,200","63,486,660","135,078",92258.274
CBR,MEL,2018,1,"77,396",825,64,470,"36,376,120","56,800,440","120,852",77345.28
CBR,MEL,2018,2,"88,714",933,62.8,470,"41,695,580","66,419,460","141,318",88747.704
CBR,MEL,2018,3,"108,778","1,015",69.8,470,"51,203,680","73,318,590","155,823",108764.454
CBR,MEL,2018,4,"96,484",883,69,470,"45,347,480","65,690,960","139,768",96439.92
CBR,MEL,2018,5,"101,319",981,65.2,470,"47,619,930","73,064,320","155,456",101357.312
CBR,MEL,2018,6,"94,623",892,66.5,470,"44,472,810","66,845,280","142,224",94578.96
CBR,MEL,2018,7,"100,955",980,65.9,470,"47,448,850","72,030,320","153,256",100995.704
CBR,MEL,2018,8,"100,832",995,64.4,470,"47,391,040","73,590,250","156,575",100834.3
CBR,MEL,2018,9,"96,771",939,65.5,470,"45,482,370","69,400,200","147,660",96717.3
CBR,MEL,2018,10,"108,658",987,69.4,470,"51,069,260","73,545,600","156,480",108597.12
CBR,MEL,2018,11,"110,463",961,72.3,470,"51,917,610","71,786,860","152,738",110429.574
CBR,MEL,2018,12,"90,536",845,68.8,470,"42,551,920","61,874,090","131,647",90573.136
CBR,MEL,2019,1,"79,523",799,63.3,470,"37,375,810","59,076,180","125,694",79564.302
CBR,MEL,2019,2,"95,920",877,68.8,470,"45,001,090","65,381,230","139,283",95826.704
CBR,MEL,2019,3,"106,562",952,70.6,470,"50,084,140","70,985,980","151,034",106630.004
CBR,MEL,2019,4,"96,483",909,68.6,470,"45,347,010","66,126,650","140,695",96516.77
CBR,MEL,2019,5,"99,637",973,65.2,470,"46,829,390","71,774,640","152,712",99568.224
CBR,MEL,2019,6,"91,915",898,64.7,470,"43,200,050","66,741,880","142,004",91876.588
CBR,MEL,2019,7,"99,573",963,65.2,470,"46,799,310","71,813,650","152,795",99622.34
CBR,MEL,2019,8,"101,284",971,65.7,470,"47,603,480","72,462,720","154,176",101293.632
CBR,MEL,2019,9,"101,620",949,68.2,470,"47,761,400","70,020,130","148,979",101603.678
CBR,MEL,2019,10,"111,079",977,71.6,470,"52,207,130","72,883,370","155,071",111030.836
CBR,MEL,2019,11,"109,176",936,72.7,470,"51,312,720","70,563,920","150,136",109148.872
CBR,MEL,2019,12,"92,002",852,69,470,"43,240,940","62,693,300","133,390",92039.1
CBR,MEL,2020,1,"74,654",699,69.9,470,"35,087,380","50,203,520","106,816",74664.384
CBR,MEL,2020,2,"93,430",900,65.2,470,"43,912,100","67,304,940","143,202",93367.704
CBR,MEL,2020,3,"57,858",764,48.7,470,"27,193,260","55,828,010","118,783",57847.321
CBR,MEL,2020,4,"1,949",98,20.3,470,"916,030","4,506,360","9,588",1946.364
CBR,MEL,2020,5,"2,748",70,36,470,"1,291,560","3,585,160","7,628",2746.08
CBR,MEL,2020,6,"5,806",117,50.4,470,"2,728,820","5,411,580","11,514",5803.056
CBR,MEL,2020,7,"2,219",90,22.6,470,"1,042,930","4,621,980","9,834",2222.484
CBR,SYD,2014,7,"86,997","1,648",66.3,236,"20,531,292","30,970,044","131,229",87004.827
CBR,SYD,2014,8,"85,537","1,651",64,236,"20,186,732","31,554,616","133,706",85571.84
CBR,SYD,2014,9,"85,582","1,636",64.5,236,"20,197,352","31,309,412","132,667",85570.215
CBR,SYD,2014,10,"90,770","1,694",66.4,236,"21,421,720","32,267,100","136,725",90785.4
CBR,SYD,2014,11,"84,893","1,567",71,236,"20,034,748","28,214,980","119,555",84884.05
CBR,SYD,2014,12,"69,932","1,477",63.2,236,"16,503,952","26,122,132","110,687",69954.184
CBR,SYD,2015,1,"52,882","1,221",59.9,236,"12,480,152","20,825,348","88,243",52857.557
CBR,SYD,2015,2,"71,129","1,475",63.4,236,"16,786,444","26,476,132","112,187",71126.558
CBR,SYD,2015,3,"87,195","1,633",69.5,236,"20,578,020","29,591,568","125,388",87144.66
CBR,SYD,2015,4,"75,129","1,438",68.3,236,"17,730,444","25,962,360","110,010",75136.83
CBR,SYD,2015,5,"86,875","1,568",73.1,236,"20,502,500","28,065,828","118,923",86932.713
CBR,SYD,2015,6,"84,755","1,518",72.1,236,"20,002,180","27,736,372","117,527",84736.967
CBR,SYD,2015,7,"84,740","1,549",71.8,236,"19,998,640","27,852,720","118,020",84738.36
CBR,SYD,2015,8,"82,939","1,547",69.9,236,"19,573,604","28,022,168","118,738",82997.862
CBR,SYD,2015,9,"82,445","1,518",69.3,236,"19,457,020","28,064,648","118,918",82410.174
CBR,SYD,2015,10,"84,393","1,580",69.2,236,"19,916,748","28,790,584","121,994",84419.848
CBR,SYD,2015,11,"84,846","1,532",71.6,236,"20,023,656","27,972,372","118,527",84865.332
CBR,SYD,2015,12,"69,837","1,258",72.1,236,"16,481,532","22,866,748","96,893",69859.853
CBR,SYD,2016,1,"51,993","1,037",67.1,236,"12,270,348","18,291,652","77,507",52007.197
CBR,SYD,2016,2,"77,293","1,485",64.7,236,"18,241,148","28,198,696","119,486",77307.442
CBR,SYD,2016,3,"84,505","1,504",69,236,"19,943,180","28,888,996","122,411",84463.59
CBR,SYD,2016,4,"79,919","1,469",69,236,"18,860,884","27,317,000","115,750",79867.5
CBR,SYD,2016,5,"84,063","1,532",71.3,236,"19,838,868","27,837,144","117,954",84101.202
CBR,SYD,2016,6,"82,422","1,420",74,236,"19,451,592","26,285,444","111,379",82420.46
CBR,SYD,2016,7,"82,524","1,470",72.1,236,"19,475,664","27,029,552","114,532",82577.572
CBR,SYD,2016,8,"85,732","1,568",68.7,236,"20,232,752","29,452,800","124,800",85737.6
CBR,SYD,2016,9,"84,563","1,439",72.3,236,"19,956,868","27,595,244","116,929",84539.667
CBR,SYD,2016,10,"84,206","1,441",72.6,236,"19,872,616","27,368,684","115,969",84193.494
CBR,SYD,2016,11,"91,210","1,496",71.6,236,"21,525,560","30,048,464","127,324",91163.984
CBR,SYD,2016,12,"70,955","1,219",72.4,236,"16,745,380","23,141,924","98,059",70994.716
CBR,SYD,2017,1,"50,498",955,71.1,236,"11,917,528","16,755,292","70,997",50478.867
CBR,SYD,2017,2,"75,093","1,361",68.8,236,"17,721,948","25,763,412","109,167",75106.896
CBR,SYD,2017,3,"88,081","1,470",71.7,236,"20,787,116","28,998,972","122,877",88102.809
CBR,SYD,2017,4,"71,113","1,235",69.3,236,"16,782,668","24,207,228","102,573",71083.089
CBR,SYD,2017,5,"88,190","1,482",72.1,236,"20,812,840","28,872,004","122,339",88206.419
CBR,SYD,2017,6,"82,850","1,378",74,236,"19,552,600","26,427,044","111,979",82864.46
CBR,SYD,2017,7,"82,483","1,464",73.3,236,"19,465,988","26,558,732","112,537",82489.621
CBR,SYD,2017,8,"86,221","1,491",74.4,236,"20,348,156","27,362,076","115,941",86260.104
CBR,SYD,2017,9,"82,620","1,354",77.4,236,"19,498,320","25,192,528","106,748",82622.952
CBR,SYD,2017,10,"84,641","1,406",77,236,"19,975,276","25,953,864","109,974",84679.98
CBR,SYD,2017,11,"87,936","1,432",76.5,236,"20,752,896","27,115,692","114,897",87896.205
CBR,SYD,2017,12,"69,452","1,180",71.6,236,"16,390,672","22,899,316","97,031",69474.196
CBR,SYD,2018,1,"47,630",885,73.4,236,"11,240,680","15,308,612","64,867",47612.378
CBR,SYD,2018,2,"75,306","1,294",67.5,236,"17,772,216","26,323,204","111,539",75288.825
CBR,SYD,2018,3,"88,789","1,421",69.6,236,"21,033,972","30,238,916","127,783",88936.968
CBR,SYD,2018,4,"75,025","1,236",71,236,"17,705,900","24,929,152","105,632",74998.72
CBR,SYD,2018,5,"88,566","1,483",75.8,236,"20,904,172","27,586,040","116,714",88469.212
CBR,SYD,2018,6,"82,958","1,399",76.3,236,"19,578,088","25,651,784","108,694",82933.522
CBR,SYD,2018,7,"85,194","1,466",74.6,236,"20,105,784","26,969,136","114,276",85249.896
CBR,SYD,2018,8,"89,402","1,500",75.8,236,"21,098,872","27,835,964","117,949",89405.342
CBR,SYD,2018,9,"81,831","1,390",76.5,236,"19,374,184","25,322,328","107,031",81878.715
CBR,SYD,2018,10,"86,603","1,448",77.4,236,"20,438,308","26,422,560","111,960",86657.04
CBR,SYD,2018,11,"86,429","1,431",78.7,236,"20,397,244","25,905,720","109,770",86388.99
CBR,SYD,2018,12,"65,262","1,179",74.6,236,"15,401,832","20,653,776","87,516",65286.936
CBR,SYD,2019,1,"47,416",933,70.6,236,"11,190,176","15,859,200","67,200",47443.2
CBR,SYD,2019,2,"73,184","1,345",70.7,236,"17,230,596","24,361,808","103,402",73105.214
CBR,SYD,2019,3,"81,651","1,466",73.4,236,"19,269,636","26,255,000","111,250",81657.5
CBR,SYD,2019,4,"71,101","1,335",70.7,236,"16,779,836","23,737,588","100,583",71112.181
CBR,SYD,2019,5,"80,707","1,427",73.4,236,"19,046,852","25,947,020","109,945",80699.63
CBR,SYD,2019,6,"78,511","1,350",77.2,236,"18,528,596","24,000,256","101,696",78509.312
CBR,SYD,2019,7,"83,565","1,473",74.9,236,"19,721,340","26,345,860","111,635",83614.615
CBR,SYD,2019,8,"84,536","1,434",75.7,236,"19,950,496","26,356,716","111,681",84542.517
CBR,SYD,2019,9,"83,904","1,431",77,236,"19,801,344","25,725,180","109,005",83933.85
CBR,SYD,2019,10,"89,721","1,493",77.6,236,"21,174,156","27,296,704","115,664",89755.264
CBR,SYD,2019,11,"88,907","1,427",81,236,"20,982,052","25,902,416","109,756",88902.36
CBR,SYD,2019,12,"68,147","1,178",76.1,236,"16,082,692","21,129,552","89,532",68133.852
CBR,SYD,2020,1,"49,339",914,73.9,236,"11,644,004","15,754,416","66,756",49332.684
CBR,SYD,2020,2,"73,238","1,298",73.4,236,"17,284,168","23,540,528","99,748",73215.032
CBR,SYD,2020,3,"43,011","1,071",54,236,"10,150,596","18,791,264","79,624",42996.96
CFS,SYD,2014,7,"26,884",450,73.3,443,"11,909,612","16,241,266","36,662",26873.246
CFS,SYD,2014,8,"27,869",451,74.5,443,"12,345,967","16,571,744","37,408",27868.96
CFS,SYD,2014,9,"29,831",445,81.2,443,"13,215,133","16,276,706","36,742",29834.504
CFS,SYD,2014,10,"31,099",468,81.5,443,"13,776,857","16,894,691","38,137",31081.655
CFS,SYD,2014,11,"29,140",438,81.3,443,"12,909,020","15,871,804","35,828",29128.164
CFS,SYD,2014,12,"29,071",448,76.8,443,"12,878,453","16,778,182","37,874",29087.232
CFS,SYD,2015,1,"26,670",440,73.4,443,"11,814,810","16,105,708","36,356",26685.304
CFS,SYD,2015,2,"23,663",400,70.4,443,"10,482,709","14,888,787","33,609",23660.736
CFS,SYD,2015,3,"29,655",462,76.7,443,"13,137,165","17,124,165","38,655",29648.385
CFS,SYD,2015,4,"27,272",442,75,443,"12,081,496","16,099,949","36,343",27257.25
CFS,SYD,2015,5,"29,061",457,76.5,443,"12,874,023","16,819,824","37,968",29045.52
CFS,SYD,2015,6,"25,983",435,71.6,443,"11,510,469","16,068,939","36,273",25971.468
CFS,SYD,2015,7,"27,351",454,72.9,443,"12,116,493","16,622,246","37,522",27353.538
CFS,SYD,2015,8,"26,993",450,72.1,443,"11,957,899","16,577,060","37,420",26979.82
CFS,SYD,2015,9,"28,812",438,77.7,443,"12,763,716","16,420,238","37,066",28800.282
CFS,SYD,2015,10,"30,491",460,80.4,443,"13,507,513","16,807,863","37,941",30504.564
CFS,SYD,2015,11,"30,636",438,81.2,443,"13,571,748","16,720,149","37,743",30647.316
CFS,SYD,2015,12,"28,504",448,76.1,443,"12,627,272","16,589,907","37,449",28498.689
CFS,SYD,2016,1,"27,115",438,72.8,443,"12,011,945","16,511,053","37,271",27133.288
CFS,SYD,2016,2,"25,480",420,70.5,443,"11,287,640","16,002,046","36,122",25466.01
CFS,SYD,2016,3,"29,079",453,76.1,443,"12,881,997","16,923,486","38,202",29071.722
CFS,SYD,2016,4,"27,756",437,76.5,443,"12,295,908","16,083,558","36,306",27774.09
CFS,SYD,2016,5,"28,427",458,72.9,443,"12,593,161","17,274,785","38,995",28427.355
CFS,SYD,2016,6,"26,333",433,71.9,443,"11,665,519","16,228,419","36,633",26339.127
CFS,SYD,2016,7,"27,711",442,73.6,443,"12,275,973","16,671,862","37,634",27698.624
CFS,SYD,2016,8,"27,456",458,71.2,443,"12,163,008","17,087,396","38,572",27463.264
CFS,SYD,2016,9,"28,797",449,74.7,443,"12,757,071","17,067,904","38,528",28780.416
CFS,SYD,2016,10,"30,962",438,83.7,443,"13,716,166","16,391,886","37,002",30970.674
CFS,SYD,2016,11,"30,803",440,81.1,443,"13,645,729","16,822,482","37,974",30796.914
CFS,SYD,2016,12,"29,080",443,76.7,443,"12,882,440","16,800,775","37,925",29088.475
CFS,SYD,2017,1,"27,536",440,72.4,443,"12,198,448","16,845,518","38,026",27530.824
CFS,SYD,2017,2,"25,768",411,68.4,443,"11,415,224","16,700,214","37,698",25785.432
CFS,SYD,2017,3,"30,038",451,72,443,"13,306,834","18,485,061","41,727",30043.44
CFS,SYD,2017,4,"28,049",418,76.9,443,"12,425,707","16,164,627","36,489",28060.041
CFS,SYD,2017,5,"28,251",442,73.9,443,"12,515,193","16,946,079","38,253",28268.967
CFS,SYD,2017,6,"27,751",412,71.1,443,"12,293,693","17,279,658","39,006",27733.266
CFS,SYD,2017,7,"28,101",418,69.6,443,"12,448,743","17,893,656","40,392",28112.832
CFS,SYD,2017,8,"27,470",424,67.4,443,"12,169,210","18,046,934","40,738",27457.412
CFS,SYD,2017,9,"29,999",400,79.7,443,"13,289,557","16,666,546","37,622",29984.734
CFS,SYD,2017,10,"32,248",437,75.4,443,"14,285,864","18,945,781","42,767",32246.318
